name,state,updatedAt,number,doneCount,todoPercentage,donePercentage,inProgressCount,inProgressPercentage,todoCount
Macroscope Kiosk-14th Iteration,CLOSED,2019-02-06T13:41:14Z,1,0,100,0,0,0,5
